Уровень календаря;Дата;Статистические показатели;ОКАТО;Значение
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Кудымкарский район;23719,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Юрлинский район;8766,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Юсьвинский район;18488,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Бардымский район;24700,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Березовский район;15889,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Большесосновский район;12861,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Верещагинский район;18531,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Горнозаводский район;1302,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Еловский район;9534,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Ильинский район;15569,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Карагайский район;21609,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Кишертский район;12172,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Красновишерский район;5446,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Куединский район;25561,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Кунгурский район;42619,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Нытвенский район;12190,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Октябрьский район;13781,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Ординский район;15137,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Осинский район;7903,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Оханский район;9106,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Очерский район;5402,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Пермский район;106103,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Сивинский район;14298,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Соликамский район;16618,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Суксунский район;11554,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Уинский район;10628,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Усольский район;8262,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Частинский район;12800,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Чердынский район;11902,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Чернушинский район;17697,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Чусовской район;15030,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;г. Пермь;7,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Александровский район;3330,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Гремячинский район;2139,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Губахинский район;2042,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Добрянский район;10337,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Кизеловский район;5122,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Краснокамский район;14483,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Лысьвенский район;11402,00
1;01.01.2015;Численность постоянного сельского населения по состоянию на 1 января;Чайковский район;21607,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Пермский край;642411,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Гайнский район;12281,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Косинский район;6632,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Кочевский район;10338,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Кудымкарский район;23289,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Юрлинский район;8698,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Юсьвинский район;18178,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Бардымский район;25291,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Березовский район;15623,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Большесосновский район;12758,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Верещагинский район;18382,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Горнозаводский район;1257,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Еловский район;9490,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Ильинский район;15544,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Карагайский район;21503,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Кишертский район;12036,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Красновишерский район;5153,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Куединский район;25379,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Кунгурский район;42561,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Нытвенский район;12113,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Октябрьский район;13468,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Ординский район;15065,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Осинский район;7811,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Оханский район;9076,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Очерский район;5384,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Пермский район;106926,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Сивинский район;14148,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Соликамский район;16432,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Суксунский район;11538,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Уинский район;10632,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Усольский район;8165,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Частинский район;12862,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Чердынский район;11414,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Чернушинский район;17822,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Чусовской район;14818,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;г. Пермь;8,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Александровский район;3221,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Гремячинский район;2019,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Губахинский район;1990,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Добрянский район;10302,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Кизеловский район;5016,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Краснокамский район;14816,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Лысьвенский район;11288,00
1;01.01.2016;Численность постоянного сельского населения по состоянию на 1 января;Чайковский район;21684,00
